"","sample_ids","2aminethanol;substrate","2ketogluconate;substrate","3hydroxybutyrate;substrate","4hydroxbenzoate;substrate","5ketogluconate;substrate","acetate;substrate","adipate;substrate","adonitol;substrate","aerobic;metabolism","aerobic_chemo_heterotrophy;pathways","alaninamide;substrate","alanine;substrate","alpha_ketovalerate;substrate","anaerobic;metabolism","arabinose;substrate","arabitol;substrate","arginine;substrate","asparagine;substrate","aspartate;substrate","bacillus;cell_shape","biomass_degrader;pathways","butanol;substrate","caprate;substrate","catalase;pathways","cellobiose;substrate","cellulose_degradation;pathways","cellulose_degrader;pathways","citrate;substrate","coccobacillus;cell_shape","coccus;cell_shape","dextrin;substrate","ethanol;substrate","facultative_anaerobic;metabolism","facultative;metabolism","filament;cell_shape","flagella;motility","formate;substrate","formic_acid;substrate","fructose;substrate","fucose;substrate","galactose;substrate","galacturonate;substrate","galacturonic_acid;substrate","gelatin;substrate","gelatinase;pathways","gliding;motility","gluconate;substrate","gluconic_acid;substrate","glucose;substrate","glucuronamide;substrate","glutamate;substrate","glycerol;substrate","glycine;substrate","glycogen;substrate","h2_co2;substrate","h2_methanol;substrate","histidine;substrate","hyrdoxyproline;substrate","indole_synthesis;pathways","inosine;substrate","lactate;substrate","lactose;substrate","leucine;substrate","malate;substrate","maltose;substrate","mannitol;substrate","mannose;substrate","melibiose;substrate","methyl_beta_d_glucoside;substrate","methyl_betadglucoside;substrate","methyl_pyruvate;substrate","myoinositol;substrate","n_acetylglucosamine;substrate","nacetylgulcosamine;substrate","negative;gram_stain","nitrate_reduction;pathways","nitrogen_fixation;pathways","no;motility","no;sporulation","obligate_aerobic;metabolism","obligate_anaerobic;metabolism","ornithine;substrate","phenylacetate;substrate","phenylalanine;substrate","pleomorphic;cell_shape","positive;gram_stain","proline;substrate","propionate;substrate","putrescine;substrate","pyruvate;substrate","pyruvic_acid_methyl_ester;substrate","quinic_acid;substrate","raffinose;substrate","rhamnose;substrate","ribose;substrate","salicin;substrate","serine;substrate","sorbitol;substrate","spiral;cell_shape","starch;substrate","suberate;substrate","succinate;substrate","sucrose;substrate","sugars_generic;substrate","threonine;substrate","thymidine;substrate","trehalose;substrate","tryptophan;substrate","tween_20;substrate","tween_40;substrate","tween_60;substrate","tween_80;substrate","urea;substrate","uridine;substrate","urocanate;substrate","valerate;substrate","vibrio;cell_shape","xylitol;substrate","xylose;substrate","yeast_extract;substrate","yes;motility","yes;sporulation"
"1","1939.MGH100079",-0.475062830050165,-0.671910820544858,-1.06271902094902,-0.475062830050165,-0.475062830050165,0.441509251662972,-1.16427266409978,-1.16427266409978,-2.82059271456385,-0.475062830050165,4.62623973066999,0.149663230574466,-0.950424959417913,0.683211311187179,-1.13040636465231,-1.25769035141254,-2.73824012395755,-1.71502473549327,-1.34466885456533,0.501945712666627,-0.671910820544858,-1.25769035141254,-0.671910820544858,-0.671910820544858,5.70642778857797,-0.671910820544858,-0.671910820544858,-2.12879488217117,-0.823005731760852,-0.16189451921389,0.427528856332034,-0.950424959417913,-1.06271902094902,-1.25769035141254,-1.06271902094902,-1.90324998282061,-0.950424959417913,-0.475062830050165,5.81848682145437,0.763497939341814,0.0946334438111938,-1.16427266409978,-0.823005731760852,-1.57726142485624,-0.823005731760852,-0.823005731760852,-0.823005731760852,-1.25769035141254,7.09232036448483,-0.950424959417913,-3.0920933761025,-1.02025314361827,0.823348336733724,-1.77995257296383,-0.823005731760852,-0.475062830050165,-2.12879488217117,-0.475062830050165,1.91445059734168,-1.16427266409978,2.6323728847027,0.62823631663424,0.60240894099089,-2.38132001103928,4.60061243069609,1.26473197130997,3.01671798360222,3.48186708934556,-1.06271902094902,-0.823005731760852,-1.16427266409978,-0.950424959417913,1.34058440134763,-1.96203176180502,-8.34215510966789,-0.475062830050165,-0.475062830050165,-5.63182250467268,1.69246006848544,-2.93992279205238,-1.7705470818833,-1.42638663116929,-1.25769035141254,5.05640009775073,2.04280954355309,13.9967706552039,0.155075190856878,-2.56584300627489,-0.671910820544858,2.88289995395148,2.84871981922205,-0.671910820544858,3.27318069705203,1.65431655806143,6.20369458210493,5.67099235641092,1.00218235067917,4.67918501090131,-2.33296149652338,2.97341544762954,-0.950424959417913,-2.48201937098211,5.53649186687881,-1.42638663116929,7.31097887452061,-1.16427266409978,2.56891817106252,-0.475062830050165,-0.823005731760852,-1.64756912152988,-0.950424959417913,1.93646537471287,-1.25769035141254,-1.16427266409978,-0.671910820544858,-0.475062830050165,-0.823005731760852,-0.671910820544858,2.33723951273797,3.53757554454323,6.26957771177946,8.7340202179431
"2","1939.MGH100698",-0.0819895644937144,-0.115962925470869,-0.183411254670455,-0.0819895644937144,-0.0819895644937144,-0.198030744937002,-0.200938071015573,-0.200938071015573,-0.486797016421633,-0.0819895644937144,-0.217060728934266,-0.457942737652096,-0.164030784093137,-0.947744478389466,-0.748840463256414,-0.217060728934266,1.55518584341539,-0.295990598010362,-0.232072068788112,0.000393671538142099,-0.115962925470869,-0.217060728934266,-0.115962925470869,-0.115962925470869,-0.0799362847905706,-0.115962925470869,-0.115962925470869,-0.367401855597153,-0.142039909785786,0.947903654669157,-0.4350826642343,-0.164030784093137,-0.183411254670455,-0.217060728934266,-0.183411254670455,2.42668288889072,-0.164030784093137,-0.0819895644937144,-1.31468623441144,-0.507391810342368,-0.824308325133237,-0.200938071015573,-0.142039909785786,-0.272214471721659,-0.142039909785786,-0.142039909785786,-0.142039909785786,-0.217060728934266,0.194926914168781,-0.164030784093137,1.2654832010588,-0.493754480220106,-0.318011833441601,-0.307196284460651,-0.142039909785786,-0.0819895644937144,2.23374517788192,-0.0819895644937144,-0.232072068788112,-0.200938071015573,3.19059176821286,-0.909582759115887,1.56460733757105,-0.410984354647708,0.146850045354812,0.557424226504299,-0.0690300624129657,0.44212941765908,-0.183411254670455,-0.142039909785786,-0.200938071015573,-0.164030784093137,3.06473217709326,-0.338620745504854,3.72924660927403,-0.0819895644937144,-0.0819895644937144,-0.89373733903864,2.84880995430827,1.28454665758326,-0.54632842113138,-0.246175476782476,-0.217060728934266,-0.376514549526701,-0.419167667156955,-1.39480115057618,-0.486797016421633,-0.442830584370306,-0.115962925470869,-0.655048442409321,-0.284348650752706,-0.115962925470869,0.692998052574495,-0.730036006219933,-0.794036523298624,-0.159948166411513,-0.527207330048266,0.64280947154782,-0.40263831430541,-0.857702355370957,-0.164030784093137,-0.665506352490782,0.158003747110794,-0.246175476782476,-0.376514549526701,-0.200938071015573,-0.861793501208568,-0.0819895644937144,-0.142039909785786,-0.284348650752706,-0.164030784093137,-0.63364279411784,-0.217060728934266,-0.200938071015573,-0.115962925470869,-0.0819895644937144,-0.142039909785786,-0.115962925470869,-0.925016574114493,-0.419167667156955,-0.530705744021206,-0.951485313234864
"3","1939.MGH100896.a",-0.0945348407559702,-0.133706487657043,-0.211475129306887,-0.0945348407559702,-0.0945348407559702,-0.528171990024878,-0.231683735150523,5.49990370544332,-0.561282142575937,-0.0945348407559702,-0.250273331379245,-0.52801285196011,-0.189129240398761,0.73027021761458,-0.863421026599046,5.05670312666738,-0.544894438579007,-0.341280310743917,-0.267581566047639,1.67900948667617,-0.133706487657043,-0.250273331379245,-0.133706487657043,-0.133706487657043,-0.354162209929648,-0.133706487657043,-0.133706487657043,-0.42361825101519,-0.163773528198467,1.59092957280927,-0.501654943931616,-0.189129240398761,-0.211475129306887,-0.250273331379245,-0.211475129306887,-0.378736080079662,-0.189129240398761,-0.0945348407559702,-0.0963043479306719,-0.585028159227213,-0.950436274804999,-0.231683735150523,-0.163773528198467,-0.3138661840026,-0.163773528198467,-0.163773528198467,-0.163773528198467,-0.250273331379245,0.444537032342773,-0.189129240398761,-0.615309252634157,0.971601096426361,-0.366671029643292,-0.35420058652146,-0.163773528198467,-0.0945348407559702,-0.42361825101519,-0.0945348407559702,-0.267581566047639,-0.231683735150523,-0.796726009377338,-1.04875860505378,-0.519371852310973,-0.473869336417732,-0.00347606306667245,2.05897476686463,2.05836975777431,-0.960194445591859,-0.211475129306887,-0.163773528198467,-0.231683735150523,-0.189129240398761,-0.341280310743917,-0.390433324663198,-1.20666114877135,-0.0945348407559702,-0.0945348407559702,0.229411331595005,0.621304932377785,-0.585028159227213,0.975011238718714,-0.283842945615833,-0.250273331379245,-0.434125284133444,-0.483304782863827,3.76316227863032,-0.561282142575937,-0.510588378335986,-0.133706487657043,0.552204461731013,-0.327857021610875,-0.133706487657043,0.775201696918516,-0.84173928743596,0.169781916400872,1.72335974037205,-0.607875664412317,2.21945543725768,-0.464246263047679,-0.988939947195686,-0.189129240398761,-0.767335909676965,0.925525267249482,-0.283842945615833,-0.434125284133444,-0.231683735150523,-0.99365708190252,-0.0945348407559702,-0.163773528198467,-0.327857021610875,-0.189129240398761,0.686823415957888,5.05670312666738,-0.231683735150523,-0.133706487657043,-0.0945348407559702,-0.163773528198467,-0.133706487657043,-1.0665539580619,-0.483304782863827,2.37911810094603,3.09077969290572
"4","1939.MGH100896.b",-0.239597675157785,-0.338877850112811,-0.535981749484493,-0.239597675157785,-0.239597675157785,-1.64398075459805,-0.587200273148313,6.37339747523959,-1.42256437302224,-0.239597675157785,-0.634315431992444,-1.33824366520746,-0.479346301760586,-1.95052951083076,-2.18833256608,5.81062303706101,-1.38102988957212,-0.864971775246848,-0.678182991872706,-0.850472280633738,-0.338877850112811,-0.634315431992444,-0.338877850112811,-0.338877850112811,-0.170382172179087,-0.338877850112811,-0.338877850112811,-1.07365651950109,-0.415082484880177,1.1046220067991,-1.2714397923163,-0.479346301760586,-0.535981749484493,-0.634315431992444,-0.535981749484493,-0.959903074462306,-0.479346301760586,-0.239597675157785,-0.709380050428865,-1.48274843149643,-0.0787285772220698,-0.587200273148313,-0.415082484880177,-0.795490925845971,-0.415082484880177,-0.415082484880177,-0.415082484880177,-0.634315431992444,1.11497909484996,-0.479346301760586,-1.55949558126178,-1.44289613306272,-0.929324316280667,-0.897718094106026,-0.415082484880177,-0.239597675157785,-1.07365651950109,-0.239597675157785,-0.678182991872706,-0.587200273148313,0.724890041129138,-2.65806893588847,-1.31634313191821,-1.20101742835042,0.265291610063582,1.54531929990297,3.41067477088133,-2.4336038969706,-0.535981749484493,-0.415082484880177,-0.587200273148313,-0.479346301760586,1.88552989481727,-0.989549632128823,0.0904658911022487,-0.239597675157785,-0.239597675157785,-0.76716138928672,0.240593460691948,-1.48274843149643,-1.5965326853972,-0.719397307232431,-0.634315431992444,-1.10028649727235,-1.22493147966188,1.04125724636955,-1.42256437302224,-1.2940814987744,-0.338877850112811,-0.746090204154692,-0.830950573713861,-0.338877850112811,0.191000889911007,-2.13338039971139,0.0949452496307246,2.52773333983041,0.504509676996273,1.79117687586374,-1.17662783834425,1.83128709826994,6.04288380141338,-0.316373851649933,1.5016160994686,3.6310411091787,-1.10028649727235,-0.587200273148313,-1.32559418170472,-0.239597675157785,-0.415082484880177,-0.830950573713861,-0.479346301760586,2.71631584197902,5.81062303706101,-0.587200273148313,-0.338877850112811,-0.239597675157785,-0.415082484880177,-0.338877850112811,-0.686879570674269,0.586332786750198,1.3152735495514,0.947343571065112
"5","1939.MGH101010",-0.167683036118924,-0.237164516487686,-0.375108176649491,-0.167683036118924,-0.167683036118924,2.33236041947089,-0.410953589372391,-0.410953589372391,-0.995585257602745,-0.167683036118924,-0.443927251896476,-0.936573197970845,-0.335471715986645,-1.11924442613347,1.7460364791982,-0.443927251896476,1.50930574863216,-0.60535267437405,-0.474628074110251,0.819239076009681,-0.237164516487686,-0.443927251896476,-0.237164516487686,-0.237164516487686,4.15529932276521,-0.237164516487686,-0.237164516487686,-0.751401217980355,-0.290496521966087,-0.328440328558595,-0.889820339356847,-0.335471715986645,-0.375108176649491,-0.443927251896476,-0.375108176649491,-0.671790583108662,-0.335471715986645,-0.167683036118924,0.138340035481059,-1.03770522243239,-0.680008261304811,-0.410953589372391,-0.290496521966087,-0.556726327010746,-0.290496521966087,-0.290496521966087,-0.290496521966087,-0.443927251896476,4.1006310352709,-0.335471715986645,1.1052555853593,-1.00981449104996,-0.650389962216723,2.13097857418594,-0.290496521966087,-0.167683036118924,2.42449150155401,-0.167683036118924,-0.474628074110251,-0.410953589372391,-0.0269292629072867,-0.0930019231193078,1.12204224273308,-0.840535070655089,2.4748887604548,1.0971698488973,2.73572374558834,5.4918558686662,-0.375108176649491,-0.290496521966087,-0.410953589372391,-0.335471715986645,2.66499138765508,-0.692538801123406,0.919396130228788,-0.167683036118924,-0.167683036118924,-1.01177245586275,3.9311121753951,-1.03770522243239,-1.1173374189637,-0.503472016467074,-0.443927251896476,1.6698406692075,-0.85727137966629,2.05554427408711,0.89713170424292,-0.905666194619466,-0.237164516487686,0.120489526991971,-0.581542850836693,-0.237164516487686,4.29611576760355,1.86604959849123,1.47366129624103,2.15999344269566,-1.07823143484831,3.6391537837877,-0.823465954691253,1.48343573966807,-0.335471715986645,-1.36107718623921,2.70588856722245,-0.503472016467074,1.6698406692075,-0.410953589372391,1.10134837192383,-0.167683036118924,-0.290496521966087,-0.581542850836693,-0.335471715986645,0.212312364395704,-0.443927251896476,-0.410953589372391,-0.237164516487686,-0.167683036118924,-0.290496521966087,-0.237164516487686,1.62360364339094,1.4067863394288,1.60979109030363,-0.0801242666039728
"6","1939.MGH101089",-0.27791489437868,-0.393072269417283,-0.621697648772214,-0.27791489437868,-0.27791489437868,-0.364746159991874,-0.681107200992988,-0.681107200992988,-1.6500653740275,-0.27791489437868,2.74802192901502,4.5391296102304,-0.556004880835653,-0.632088579084054,1.41252199237739,-0.735757165293261,0.128096952054929,-1.00330080164577,-0.786640164315447,0.747388795949073,-0.393072269417283,-0.735757165293261,-0.393072269417283,-0.393072269417283,4.6313143566292,-0.393072269417283,-0.393072269417283,-1.24535907128326,-0.481463790781555,1.34123499352981,2.14808980321734,-0.556004880835653,-0.621697648772214,-0.735757165293261,-0.621697648772214,-1.11341381495993,-0.556004880835653,-0.27791489437868,4.00310604302954,0.707034946853788,1.06756351911165,-0.681107200992988,-0.481463790781555,-0.92270835470373,-0.481463790781555,-0.481463790781555,-0.481463790781555,-0.735757165293261,5.7949532243594,-0.556004880835653,-1.80889505486631,-1.67364865354162,1.72012266441065,2.26313814698779,-0.481463790781555,-0.27791489437868,-1.24535907128326,-0.27791489437868,-0.786640164315447,-0.681107200992988,1.57988474933615,1.83875965662936,0.160050446774425,-1.39308794013612,3.10424228839088,2.84725663893678,5.90917334967387,3.50795767100872,-0.621697648772214,-0.481463790781555,-0.681107200992988,-0.556004880835653,-1.00330080164577,-1.14780154404435,-1.83829986113421,-0.27791489437868,-0.27791489437868,-0.615419241886701,2.48595076451746,-1.71987425778698,-1.85185525002309,-0.834445603548307,-0.735757165293261,4.91831220586016,1.50944670914522,4.83456149193749,-0.0874674068061308,3.08000622347471,-0.393072269417283,3.4969643473746,4.56085230076667,-0.393072269417283,5.87136020395614,3.27572284726135,5.60259900193278,6.30948498988424,1.35470165753393,4.90290933414677,-1.36479788963358,0.584167041052841,-0.556004880835653,0.815766218901338,6.28580650999342,-0.834445603548307,5.11869874278595,-0.681107200992988,3.90925855564095,-0.27791489437868,-0.481463790781555,-0.96383882178953,-0.556004880835653,1.13603032224157,-0.735757165293261,-0.681107200992988,-0.393072269417283,-0.27791489437868,-0.481463790781555,-0.393072269417283,3.02143687207654,3.35364939393457,2.06828913439221,3.55195910623845
"7","1939.MGH102701",-0.1038288571741,-0.14685159142574,-0.232265911922982,-0.1038288571741,-0.1038288571741,-0.0223803242731371,-0.254461289130446,-0.254461289130446,-0.61646354878118,-0.1038288571741,3.94489391878114,1.43035072244775,-0.207723128655806,-1.20019208166157,-0.948306653239948,-0.274878486814612,1.0104480922051,-0.374832647489549,-0.293888348268334,-1.2612984023773,-0.14685159142574,-0.274878486814612,-0.14685159142574,-0.14685159142574,0.485609173710781,-0.14685159142574,-0.14685159142574,-0.465265488673495,-0.179874616937383,2.24145079416236,1.56358357614766,-0.207723128655806,-0.232265911922982,-0.274878486814612,-0.232265911922982,-0.415970810875731,-0.207723128655806,-0.1038288571741,0.530653686433914,-0.642544110737204,-1.04387664315792,-0.254461289130446,-0.179874616937383,-0.344723352046548,-0.179874616937383,-0.179874616937383,-0.179874616937383,-0.274878486814612,-0.547074001936681,-0.207723128655806,-0.675802233322326,-0.625274249502491,-0.402719607525325,-0.389023156064256,-0.179874616937383,-0.1038288571741,1.59858741787631,-0.1038288571741,-0.293888348268334,-0.254461289130446,1.66907444676968,-1.1518653497849,1.11647441577244,-0.520456915742935,0.30784769811578,2.8374452209517,0.269745068902964,-1.05459417029189,-0.232265911922982,-0.179874616937383,-0.254461289130446,-0.207723128655806,-0.374832647489549,-0.428818048227411,-0.359600489294256,-0.1038288571741,-0.1038288571741,0.552551542331688,0.531614301814388,-0.642544110737204,-0.691852139453027,-0.311748435016654,-0.274878486814612,3.97739991406382,-0.530819990494961,2.07996370152928,0.946134418440188,-0.560785921730695,-0.14685159142574,0.585410577370939,2.86450948718985,-0.14685159142574,0.336506775333834,-0.924493314360353,0.168973275406236,1.37021064108296,1.08222253731744,1.6560818392002,-0.509887767876126,-0.117820599024656,-0.207723128655806,-0.842775107392082,2.01011466114342,-0.311748435016654,1.96307344302779,-0.254461289130446,0.958497073892819,-0.1038288571741,-0.179874616937383,-0.360089672740171,-0.207723128655806,-0.802424156977945,-0.274878486814612,-0.254461289130446,-0.14685159142574,-0.1038288571741,-0.179874616937383,-0.14685159142574,-1.17141021970873,-0.530819990494961,-0.995641945433874,0.877280654486964
"8","1939.MGH102797",-0.16028438351154,-0.226700143293453,-0.358557336722841,-0.16028438351154,-0.16028438351154,-0.560006315178172,-0.392821147857151,-0.392821147857151,-0.951657203623515,-0.16028438351154,-0.424339918581476,-0.895248923950301,-0.320669749469129,-1.85278017249092,3.36251472672,-0.424339918581476,-0.923871754245127,-0.578642792168264,-0.453686133176149,-0.780339093914017,-0.226700143293453,-0.424339918581476,-0.226700143293453,-0.226700143293453,2.62657480963637,-0.226700143293453,-0.226700143293453,-0.718247258526417,-0.277678988961994,3.51425788822776,-0.850558934469015,-0.320669749469129,-0.358557336722841,-0.424339918581476,-0.358557336722841,-0.642149271355411,-0.320669749469129,-0.16028438351154,1.22038444186361,-0.99191871577468,1.71283540584391,-0.392821147857151,-0.277678988961994,-0.532161977591311,-0.277678988961994,-0.277678988961994,-0.277678988961994,-0.424339918581476,1.01419098422655,-0.320669749469129,-1.043260489347,-0.965258602809233,-0.621692906741418,2.23569688229301,-0.277678988961994,-0.16028438351154,-0.718247258526417,-0.16028438351154,-0.453686133176149,-0.392821147857151,1.64819511216781,1.29983234222003,-0.880598057765869,-0.80344827203766,1.05134980335222,1.24273338348368,2.41529907207139,2.99688196964862,-0.358557336722841,-0.277678988961994,-0.392821147857151,-0.320669749469129,-0.578642792168264,-0.661982018963205,-1.68848447916894,-0.16028438351154,-0.16028438351154,2.6014767132857,0.954766889491259,0.733982131880288,0.326944382616589,-0.481257398735931,-0.424339918581476,-0.736061995531613,-0.819446127480941,3.26295922108336,-0.951657203623515,-0.865705625516414,-0.226700143293453,0.091690255739918,-0.555883525783706,-0.226700143293453,1.57582362853062,2.30959414640069,4.14827331063236,2.77264667446882,0.631429499385143,4.15997550023619,-0.787132294031344,0.671054707576639,4.97988537105957,0.0223886981909855,1.44641735354389,3.05430302459703,-0.736061995531613,-0.392821147857151,2.58699154675805,-0.16028438351154,-0.277678988961994,-0.555883525783706,-0.320669749469129,0.518671298156839,-0.424339918581476,-0.392821147857151,-0.226700143293453,-0.16028438351154,-0.277678988961994,-0.226700143293453,1.16999160133192,-0.819446127480941,1.61124713169157,2.31078917066751
"9","1939.MGH103108",-0.154894427395458,-0.219076794111882,-0.346499965519878,-0.154894427395458,-0.154894427395458,0.94635292162923,-0.379611571839616,-0.379611571839616,-0.919655392513103,-0.154894427395458,-0.410070446476026,-0.865143979804466,-0.309886441454162,-0.909781437570647,-0.311510739428102,-0.410070446476026,1.91471945078868,-0.55918450691086,-0.438429822519286,-0.268004230938214,-0.219076794111882,-0.410070446476026,-0.219076794111882,-0.219076794111882,1.77183837435055,-0.219076794111882,-0.219076794111882,-0.694094430165083,-0.268341350871029,0.323567362998262,-0.821956800995418,-0.309886441454162,-0.346499965519878,-0.410070446476026,-0.346499965519878,-0.620555424738839,-0.309886441454162,-0.154894427395458,-0.127195230313007,0.720483792250145,-0.510254764933165,-0.379611571839616,-0.268341350871029,-0.514266723898926,-0.268341350871029,-0.268341350871029,-0.268341350871029,-0.410070446476026,2.11301352269071,-0.309886441454162,1.48279550020006,0.877351191724632,-0.600786955633735,-0.580354254512378,-0.268341350871029,-0.154894427395458,2.90729155524484,-0.154894427395458,-0.438429822519286,-0.379611571839616,-1.30542790389979,0.150443569397684,-0.850985784983691,-0.776430350310341,1.31606062653408,0.0741092645892407,1.87312739348566,1.082918796796,-0.346499965519878,-0.268341350871029,-0.379611571839616,-0.309886441454162,-0.55918450691086,-0.639721247491407,1.01653505316634,-0.154894427395458,-0.154894427395458,-2.20964333052798,6.26110568675656,-0.95856301242031,-1.03212193507252,-0.465073936548925,-0.410070446476026,-0.711310102878584,1.23540674277741,3.46826292663682,-0.919655392513103,-0.836594147350203,-0.219076794111882,-1.23751545736108,-0.53719057676404,-0.219076794111882,1.94517177599811,0.928400647759981,-1.50009130267849,1.67103556458523,-0.995998429931585,1.42011317807281,-0.760663037142854,0.877457995827283,-0.309886441454162,-1.25727250819827,2.33567097902758,-0.465073936548925,-0.711310102878584,-0.379611571839616,1.51152964745662,-0.154894427395458,-0.268341350871029,-0.53719057676404,-0.309886441454162,-1.19707597392672,-0.410070446476026,-0.379611571839616,-0.219076794111882,-0.154894427395458,-0.268341350871029,-0.219076794111882,0.249525269910111,-0.791890238567414,0.932774615885766,-1.79754306147095
"10","1939.MGH103128",-0.100302979674643,-0.141864724228514,-0.224378498201701,-0.100302979674643,-0.100302979674643,2.03446279258881,-0.245820152569316,3.5166959732494,-0.59552934017058,-0.100302979674643,-0.265544011812939,-0.560230090140178,-0.200669152281816,-0.278740847659325,-0.916103533777333,3.21823508249534,-0.578141723840205,3.20614135522353,4.26233856178066,-0.356757038685928,-0.141864724228514,-0.265544011812939,-0.141864724228514,-0.141864724228514,1.07566810334057,-0.141864724228514,-0.141864724228514,2.42946673504625,-0.173766335657555,-0.126584602367368,-0.532263927695664,-0.200669152281816,-0.224378498201701,-0.265544011812939,-0.224378498201701,-0.401845045049009,-0.200669152281816,-0.100302979674643,1.93075320649043,0.879400062813007,-0.0729752972585983,5.00263038118935,-0.173766335657555,-0.333017046655172,-0.173766335657555,-0.173766335657555,7.24632520361526,-0.265544011812939,1.59412078177455,-0.200669152281816,1.33842077771929,3.20227606955873,-0.389043833358006,-0.375812493536841,-0.173766335657555,-0.100302979674643,2.42946673504625,-0.100302979674643,-0.283908325924694,-0.245820152569316,1.81072192981082,-0.261163961652678,-0.551061851158192,2.07357030181076,-0.332468838694491,-0.857512939737052,0.784135624810474,1.04303633263774,-0.224378498201701,-0.173766335657555,5.00263038118935,-0.200669152281816,-0.362103874065513,-0.414256008841085,2.14399605133422,-0.100302979674643,-0.100302979674643,1.08202015036336,4.27334709469996,-0.620724244043913,-0.66835784357191,-0.301161910013559,-0.265544011812939,-0.460613877407258,1.29847015342061,1.30360405062376,1.58418706790955,-0.541742444635254,-0.141864724228514,-0.801361868557364,-0.347861549370076,-0.141864724228514,-0.385892074593416,0.158420005553205,-0.971394710401833,0.309737655852361,-0.644965812865208,-0.820481808337764,-0.492572718313491,1.09072605049509,-0.200669152281816,0.790415461125686,0.46410372716307,-0.301161910013559,-0.460613877407258,-0.245820152569316,-0.157793181086023,-0.100302979674643,-0.173766335657555,3.36569512078668,-0.200669152281816,0.907935463243444,3.21823508249534,-0.245820152569316,8.94490029259057,-0.100302979674643,-0.173766335657555,-0.141864724228514,-1.13163082649651,-0.512794112991469,-0.382742035940241,-0.286590457629603
