"","sample_ids","5ketogluconate;substrate","acetate;substrate","adipate;substrate","adonitol;substrate","aerobic;metabolism","aerobic_chemo_heterotrophy;pathways","alaninamide;substrate","alanine;substrate","alpha_ketovalerate;substrate","anaerobic;metabolism","arabinose;substrate","arabitol;substrate","arginine;substrate","asparagine;substrate","aspartate;substrate","bacillus;cell_shape","butanol;substrate","cellobiose;substrate","cellulose_degradation;pathways","chitin_degradation;pathways","citrate;substrate","coccobacillus;cell_shape","coccus;cell_shape","dextrin;substrate","ethanol;substrate","facultative_anaerobic;metabolism","fermentation;pathways","flagella;motility","formate;substrate","fructose;substrate","fucose;substrate","galactose;substrate","galacturonate;substrate","gelatin;substrate","gelatinase;pathways","gluconate;substrate","gluconic_acid;substrate","glucosamine;substrate","glucose;substrate","glutamate;substrate","glycerol;substrate","glycine;substrate","glycogen;substrate","h2_co2;substrate","h2_methanol;substrate","histidine;substrate","hydrogen_oxidation_dark;pathways","indole_synthesis;pathways","inosine;substrate","lactate;substrate","lactose;substrate","leucine;substrate","malate;substrate","maltose;substrate","mannitol;substrate","mannose;substrate","melibiose;substrate","methanogenesis;pathways","methanogenesis_h2co2;pathways","methyl_beta_d_glucoside;substrate","methyl_pyruvate;substrate","microaerophilic;metabolism","n_acetylglucosamine;substrate","nacetylgulcosamine;substrate","negative;gram_stain","no;motility","no;sporulation","obligate_aerobic;metabolism","obligate_anaerobic;metabolism","ornithine;substrate","phenylacetate;substrate","phenylalanine;substrate","pleomorphic;cell_shape","positive;gram_stain","proline;substrate","propionate;substrate","putrescine;substrate","pyruvate;substrate","pyruvic_acid_methyl_ester;substrate","raffinose;substrate","rhamnose;substrate","ribose;substrate","salicin;substrate","serine;substrate","sorbitol;substrate","spiral;cell_shape","starch;substrate","suberate;substrate","succinate;substrate","sucrose;substrate","sugars_generic;substrate","threonine;substrate","thymidine;substrate","trehalose;substrate","tween_20;substrate","tween_40;substrate","tween_80;substrate","urea;substrate","uridine;substrate","urocanate;substrate","vibrio;cell_shape","xylitol;substrate","xylose;substrate","yeast_extract;substrate","yes;motility","yes;sporulation"
"1","DE-013",-0.351673497102428,3.41853008702415,-0.351673497102428,-0.351673497102428,-0.930896007495392,-0.703519052835277,3.96578700590632,5.10758462718115,-0.703519052835277,1.2554730600699,3.92331935520431,-0.703519052835277,1.33783942526756,4.65137898939428,4.65137898939428,10.891903572025,-0.497381973818617,6.88741967028137,-0.703519052835277,-0.703519052835277,4.65137898939428,-0.609215690603621,3.42176098411224,1.56226661765292,-0.351673497102428,-0.497381973818617,-0.351673497102428,-0.497381973818617,-0.351673497102428,1.94910746778477,-2.73724713597233,2.33464232447747,4.65137898939428,-0.703519052835277,-0.497381973818617,11.8041018482952,-0.497381973818617,-0.351673497102428,8.28935764750202,0.513119589024864,1.63424925644875,-0.995250900728796,-0.930896007495392,-1.16732094363046,-0.609215690603621,4.6343666657944,-0.497381973818617,-0.861771923116818,-0.786622366647767,9.19475123287732,2.35218104909846,1.74288146052482,2.50077441487777,7.70510036323371,2.45231401667037,8.4946339154885,4.00997659451498,-0.497381973818617,-0.497381973818617,-0.786622366647767,8.09874992751229,-0.351673497102428,-1.40841710447164,-0.609215690603621,15.0116157421084,7.59481297585305,15.8283143856909,-0.703519052835277,-0.562864296936706,-0.351673497102428,-0.786622366647767,5.00484399466637,-2.76019045485979,6.97675064604883,5.74729471284682,2.81162515503557,-0.351673497102428,3.23620852003085,1.98367434402076,6.99251105993689,1.77093741200457,10.4393083117503,5.15871750505621,4.66561204693012,6.8631492247981,-1.1129059888001,-2.44230830827003,7.49798794408824,4.44859302172669,5.62431994471199,4.37824651218014,2.74015628347847,-0.786622366647767,4.01136822323423,-0.351673497102428,8.09874992751229,2.2567996137742,-0.930896007495392,-0.786622366647767,11.8041018482952,-0.786622366647767,-0.497381973818617,6.9144428336724,-1.16732094363046,9.44515635438589,9.94410308473536
"2","DE-029",-0.769044141583466,-2.19748368530463,-0.769044141583466,-0.769044141583466,-2.03569540180407,-1.53846454320024,1.7096272554248,-2.30751138923035,16.5559846402921,-0.726199766226793,6.6642242047524,-1.53846454320024,0.367755422238099,-1.72019594224011,-1.72019594224011,7.43257379688706,-1.08768131874043,5.29196672868125,-1.53846454320024,-1.53846454320024,-1.72019594224011,-1.33224073374794,0.917019953001036,10.1112988867856,-0.769044141583466,-1.08768131874043,-0.769044141583466,6.56431879054524,-0.769044141583466,5.20665551674505,-0.255086273846598,5.02482196351507,14.4652914387126,16.5559846402921,-1.08768131874043,-0.769044141583466,-1.08768131874043,-0.769044141583466,11.8134760623448,-2.01622117330709,-3.07994469877382,-2.17642751278532,2.12508815866508,3.95258484001661,-1.33224073374794,-1.16483752279741,-1.08768131874043,3.35228533583049,19.2061940400357,2.03627681498014,0.281322029244858,-1.43451314444487,8.36488520428978,3.82293463543203,2.74910468977745,6.67940919501883,1.55396454363683,-1.08768131874043,-1.08768131874043,14.4652914387126,-1.08768131874043,-0.769044141583466,18.5516706755081,11.0355813545953,3.33800161763827,6.53657863109413,7.76425724399098,-1.53846454320024,-0.75256573855363,-0.769044141583466,-1.72019594224011,1.19684155334143,-0.351958736430521,5.69091888446062,-0.3714609768479,-4.07838489497382,-0.769044141583466,15.1254299797323,11.6700378383161,5.31294383992667,4.92875040060516,16.3832855538611,4.42190813806421,9.66572993374111,5.9027896461536,-2.43371717764274,0.933562417241869,-1.33224073374794,-2.48028614572846,5.78863309099431,-2.03569540180407,3.63387828340819,19.2061940400357,6.76269638377234,-0.769044141583466,-1.08768131874043,2.13877350427627,-2.03569540180407,19.2061940400357,-0.769044141583466,-1.72019594224011,-1.08768131874043,12.5920539643915,0.7125079945299,4.11988018047045,9.70729610337284
"3","DE-031",-0.529460165140897,4.24811300616807,-0.529460165140897,-0.529460165140897,-1.40150553828615,-1.05917937223869,3.19519437564636,4.71114637397567,-1.05917937223869,6.57503803163797,4.82330922642805,-1.05917937223869,4.34061726640958,2.93641855252651,4.39403471739499,12.6429000196929,5.7649958880691,6.32192321958401,-1.05917937223869,-1.05917937223869,2.93641855252651,-0.91720144625932,5.0583220876096,2.79380716912884,-0.529460165140897,-0.748830788119955,-0.529460165140897,-0.748830788119955,-0.529460165140897,7.43295762424217,2.05469791053357,4.14668281188723,-1.18429512482582,-1.05917937223869,-0.748830788119955,-0.529460165140897,-0.748830788119955,-0.529460165140897,14.1211148702742,1.4243087564884,-2.12043488879582,2.91274178367562,6.87551993632543,-1.75745384477182,-0.91720144625932,3.00847051556214,-0.748830788119955,-1.29743614030239,-1.18429512482582,17.2858430695206,5.63142077555487,2.65396623531279,1.02209138223393,8.60595638174281,4.31470656802944,9.39250504855886,5.28112883002226,-0.748830788119955,-0.748830788119955,-1.18429512482582,-0.748830788119955,-0.529460165140897,3.82928123114008,-0.91720144625932,6.07020385922443,7.65767978055969,16.9360836046045,-1.05917937223869,-0.0505665663128806,-0.529460165140897,-1.18429512482582,5.92342099431487,1.96982984134831,13.9098514101225,7.22904625946186,0.230415334408909,-0.529460165140897,9.68713985871054,1.08926104946373,10.2156551507814,5.91272737292816,12.1288469982988,7.74866501086841,8.82042524472947,6.8472152910618,-1.67552969863059,5.90492102769862,7.5216920991196,0.357869436880562,9.29968327344657,4.12484985620117,5.67339265386684,-1.18429512482582,7.02788334243323,-0.529460165140897,-0.748830788119955,10.0112624534465,-1.40150553828615,-1.18429512482582,-0.529460165140897,-1.18429512482582,-0.748830788119955,7.57344217281863,7.37756091391322,6.34117094810821,7.12359576878603
"4","DE-034",-0.554554447944684,4.26689591020402,-0.554554447944684,-0.554554447944684,-1.46793126517624,-1.10938021539339,9.08660068624384,2.20160722646859,-1.10938021539339,5.61142381916532,-0.33304244365111,-1.10938021539339,0.460789614526518,-1.24042595154744,-1.24042595154744,4.7616185206898,-0.784322356336925,11.1177386703192,-1.10938021539339,-1.10938021539339,-1.24042595154744,-0.960673106633153,6.03126110826396,4.23178008695461,-0.554554447944684,-0.784322356336925,-0.554554447944684,-0.784322356336925,-0.554554447944684,5.75395877940186,3.2459509110481,1.51518114710226,-1.24042595154744,-1.10938021539339,-0.784322356336925,-0.554554447944684,-0.784322356336925,-0.554554447944684,10.4196787842229,-2.88767588926693,3.20585488573049,-1.56941258971062,2.43072399959875,-1.84075009007778,-0.960673106633153,1.24949868988252,-0.784322356336925,-1.35892939620379,-1.24042595154744,5.18262776780799,1.16378128745519,0.962451631664236,-1.84075009007778,8.86734275304151,4.71493459357748,4.90638965929706,5.2740822099355,-0.784322356336925,-0.784322356336925,-1.24042595154744,-0.784322356336925,-0.554554447944684,1.28309547690579,-0.960673106633153,2.24339499984889,4.54712209683088,11.1269099798938,-1.10938021539339,-3.42886020807511,-0.554554447944684,-1.24042595154744,7.65522416323885,3.14814655030911,14.1185200867183,2.12493779155631,-2.94090593978303,-0.554554447944684,4.42413687149734,5.06459355788944,0.754437066851072,4.16044376453258,9.49851798904375,7.65854511244352,7.08099362408751,5.10336911883081,-1.75494306883644,1.77627429770283,6.80338128733187,3.03071026059618,7.85536109809804,3.61649403921418,6.58160298650358,-1.24042595154744,8.35345084199532,-0.554554447944684,-0.784322356336925,1.62342208496125,3.55728280005916,-1.24042595154744,-0.554554447944684,-1.24042595154744,-0.784322356336925,9.59773592311761,-1.84075009007778,5.06853970079694,8.54180569345371
"5","DE-037",-0.569358970845808,6.85527695637098,-0.569358970845808,-0.569358970845808,-1.50711952182645,-1.13899650440831,-1.50711952182645,3.40621202437971,5.32506855271096,4.05339054425643,2.93065314048002,5.33712122925813,-2.96476600006149,3.33865786668414,-1.27354066999374,12.4104966468553,6.48548156480922,10.2585269121446,-1.13899650440831,-1.13899650440831,9.13154610510863,-0.98631947383903,2.70382228170621,5.89371592883744,12.3797087871174,-0.805260820232195,-0.569358970845808,-0.805260820232195,12.3797087871174,1.17559246262321,0.677433014299314,3.90773376522169,4.50856644753658,5.32506855271096,-0.805260820232195,-0.569358970845808,-0.805260820232195,-0.569358970845808,13.3201665018962,-0.976420563790034,0.961006791785079,-1.61131001693674,2.2382031354024,6.75173467027201,-0.98631947383903,-2.61339456634077,-0.805260820232195,3.09858553525313,9.86968313688637,6.51164572175601,1.59471557960503,-2.73545956085746,9.02885759034242,12.1432996873656,1.2750405068002,6.88442413609797,9.28550344127955,-0.805260820232195,-0.805260820232195,4.50856644753658,-0.805260820232195,-0.569358970845808,13.0904613475752,5.9337236217813,11.8861489510902,8.13822588806137,14.4221109785176,-1.13899650440831,-0.0525239414740579,-0.569358970845808,-1.27354066999374,-2.55020340204605,-1.06747237908028,7.17908234245147,-2.2802256062249,3.57405614270678,-0.569358970845808,10.1699263904957,4.23115871707532,7.39311087908081,4.55665355776929,6.79414470289133,4.54053690339081,5.60617882109826,8.19494947166532,-1.80179346368773,-0.133856967480043,-0.98631947383903,2.42586571248416,5.51880050888709,-1.50711952182645,1.72634312956694,9.86968313688637,6.17795337483336,-0.569358970845808,-0.805260820232195,5.0366750590663,-1.50711952182645,9.86968313688637,-0.569358970845808,-1.27354066999374,-0.805260820232195,6.98539484097745,1.22117532620363,7.18381532747945,2.49608230966463
"6","DE-038",-0.877433374675619,7.8613157883297,-0.877433374675619,-0.877433374675619,-2.32260671349607,-1.7552960395479,2.95169964912703,2.50814549736702,3.65636758373336,5.57529952052472,5.96863066548137,-1.7552960395479,-4.56897101786771,2.15807297951764,-1.96264069783468,7.41107041252428,5.27284733772222,10.8909033290184,-1.7552960395479,-1.7552960395479,2.15807297951764,3.7989438555421,-2.63603475825191,6.79370261224143,-0.877433374675619,-1.24097933846684,-0.877433374675619,-1.24097933846684,-0.877433374675619,7.73248617074713,2.86880452395037,3.92621216768242,2.87809318670318,3.65636758373336,-1.24097933846684,-0.877433374675619,-1.24097933846684,-0.877433374675619,16.7092755116438,0.231393916220619,-0.63203829083626,-2.4831736359737,10.5609505253355,5.96475535798239,-1.52000700569137,-4.02747604081277,-1.24097933846684,3.20966425411163,7.61899578802624,10.9501185611915,7.39906255725906,-4.2155891742713,3.13227341755554,13.4308447547341,1.97154917242142,10.0522309743704,7.87351028946341,-1.24097933846684,-1.24097933846684,2.87809318670318,-1.24097933846684,-0.877433374675619,-0.80554899054627,4.5994737320564,1.11472246917196,7.84506969039431,9.75413195186734,-1.7552960395479,3.10955859246946,-0.877433374675619,-1.96264069783468,-0.806456033833093,2.73252941992284,8.35874301865036,-3.51403271247218,0.0768339310479102,-0.877433374675619,10.1565897522802,5.73969991289888,12.635841150029,6.55149313000323,12.1928006407585,7.48419104494011,6.41145210093505,6.91449075561654,-2.77672575697441,8.51413495099721,-1.52000700569137,2.94852901445347,9.49763994420662,-2.32260671349607,4.49420380237776,7.61899578802624,9.4781070904791,-0.877433374675619,-1.24097933846684,6.67068462598867,-2.32260671349607,7.61899578802624,-0.877433374675619,-1.96264069783468,-1.24097933846684,13.2241290333979,7.43767269329896,1.94564068898192,2.18673117660936
"7","DE-039",-1.0494949960876,4.79299211688961,-1.0494949960876,-1.0494949960876,-2.77806178115203,-2.09950346468065,2.33789676005389,2.75525485463914,-2.09950346468065,8.53231476372104,9.48284992792093,-2.09950346468065,3.34352059410834,-2.34750768656008,-2.34750768656008,6.04244862100502,-1.48433105413905,7.83898794642229,-2.09950346468065,-2.09950346468065,-2.34750768656008,-1.81807507274377,6.89317736510237,1.4950657822846,-1.0494949960876,-1.48433105413905,-1.0494949960876,6.72527578440777,-1.0494949960876,1.90184570934425,0.605783133894086,8.31529506002399,-2.34750768656008,-2.09950346468065,-1.48433105413905,-1.0494949960876,-1.48433105413905,-1.0494949960876,9.98444991207914,-2.44313676659187,0.89520656227449,-2.97011531654411,1.70314952426999,5.80144773880836,6.30731875955698,5.16569244006333,-1.48433105413905,11.5714816727769,2.8849021420218,1.67349241653322,4.20258897719018,4.25211244177412,-3.48362188013164,6.8356517782672,-2.41622159182444,3.87106474271388,7.26463951794822,-1.48433105413905,-1.48433105413905,-2.34750768656008,-1.48433105413905,-1.0494949960876,-4.2031222589306,11.6394977401291,2.49704467227018,8.09466042607606,8.03016244388199,-2.09950346468065,6.54271935103353,-1.0494949960876,-2.34750768656008,5.04872603299326,0.465810515395408,8.4048074163648,3.30720646046094,3.10529272999154,-1.0494949960876,3.72785940354216,2.45122567142664,1.4418519871141,7.27435594844128,10.5271043381145,3.03552406548312,4.1473804149868,4.49304391577506,-3.32123198360165,0.869672594622378,5.55400291473796,2.02598616895904,2.74317170114745,2.04967099395925,4.12825151702591,2.8849021420218,5.43297709119553,-1.0494949960876,-1.48433105413905,-0.294718443464705,2.68743295103474,2.8849021420218,-1.0494949960876,-2.34750768656008,-1.48433105413905,11.638201557794,0.789340101723089,12.6752480229025,6.74270877142176
"8","DE-044",-0.898934629465369,3.23508985871753,-0.898934629465369,-0.898934629465369,-2.37952152909871,-1.79830906876133,3.02297853911169,2.96535504471914,8.10847110189928,1.42259498473512,4.69865096538821,-1.79830906876133,-0.619023455365918,-2.010734648809,-2.010734648809,2.25874828730498,-1.2713891834936,8.03081718779283,-1.79830906876133,-1.79830906876133,-2.010734648809,-1.55725434418434,2.88496540181178,8.74019963175062,-0.898934629465369,5.73261111615596,-0.898934629465369,7.15756435013744,-0.898934629465369,2.63443598486214,0.250458945180553,3.50593603680812,6.8508816298664,8.10847110189928,-1.2713891834936,-0.898934629465369,-1.2713891834936,-0.898934629465369,12.782203007451,-4.68093235056545,1.67168642611133,-2.54402309825224,2.01048777756692,-2.98386210099872,-1.55725434418434,-1.68749427704623,-1.2713891834936,3.06583332416334,10.9715953072187,3.14579372011581,-2.54997439536003,-1.98827614845771,2.99356442254826,7.81526933885138,5.13407269871784,4.83865198214124,3.89223904288962,-1.2713891834936,-1.2713891834936,6.8508816298664,-1.2713891834936,-0.898934629465369,4.21372183832293,10.6444694070447,-2.61661341464832,4.49674067662856,8.16847145695522,-1.79830906876133,1.32873307761894,-0.898934629465369,-2.010734648809,3.88996875821766,0.132754105388373,11.9882874614924,-0.80743282755214,0.481963578945659,-0.898934629465369,9.48060694087851,10.2691697842168,-0.904732631129599,4.21720311105199,13.0915366138902,3.93244675610996,8.30124807869587,4.64449853084887,-2.84476863031969,-0.0811218583503853,4.16195423747477,2.55736760697099,4.60210838529807,5.11112378535901,4.10679453105619,10.9715953072187,6.53746970534933,-0.898934629465369,-1.2713891834936,3.09899833702617,4.84900809441387,10.9715953072187,-0.898934629465369,-2.010734648809,-1.2713891834936,14.5654346008361,0.00484738892395445,3.69669187510049,3.30749647509229
"9","DE-045",-0.795430462633128,5.5951649970871,-0.795430462633128,-0.795430462633128,-2.10554121367219,-1.59125009498511,2.1135381944673,2.20639609135742,-1.59125009498511,9.31101775636422,7.33814650645062,-1.59125009498511,-0.710187405514687,-1.77921679676066,-1.77921679676066,6.90033056743539,-1.12500025392784,6.54901234047348,-1.59125009498511,-1.59125009498511,-1.77921679676066,15.1242313747728,6.9854348585841,-0.74598892624301,-0.795430462633128,-1.12500025392784,-0.795430462633128,-1.12500025392784,-0.795430462633128,2.20182208362509,-0.0874052765930675,2.57967138756369,-1.77921679676066,-1.59125009498511,-1.12500025392784,-0.795430462633128,-1.12500025392784,-0.795430462633128,15.6751466676092,-4.1419654590224,-3.18561926963749,-2.25110191960861,2.16403645932179,1.05800114303947,-1.37795063492959,0.238283362915196,-1.12500025392784,3.09344073569674,-1.77921679676066,-1.84320486565326,3.74256741089162,-0.104589015362703,-2.64029745170954,8.7358464872255,1.25369631406797,12.5703371258668,6.66130992502223,-1.12500025392784,-1.12500025392784,-1.77921679676066,-1.12500025392784,-0.795430462633128,4.72650149628025,-1.37795063492959,11.4959566923027,14.737534880122,18.9581167701629,-1.59125009498511,10.7210850185968,-0.795430462633128,-1.77921679676066,2.92098041089045,-0.189039231681233,11.7199192553351,1.26838235293619,0.282757087876074,-0.795430462633128,2.02911521685543,-0.200147491746253,7.1996223126827,8.00983962883185,8.21938425422198,2.97868613727869,2.51794081132113,6.37977406840326,6.69697376944495,5.29209962323869,7.23482846921014,1.71985270083875,4.96877275839171,3.53468614643643,0.726462590047094,-1.77921679676066,4.95433556028913,-0.795430462633128,-1.12500025392784,9.09664742075207,2.732845201715,-1.77921679676066,-0.795430462633128,3.87780553896449,-1.12500025392784,8.05570715967816,-2.64029745170954,4.79241390288662,1.59591039102916
"10","DE-046",-0.812366447275576,-1.83986597360785,-0.812366447275576,-0.812366447275576,-2.15037154810615,-1.62513035031473,3.78284228533649,0.612090436386804,3.5310438248483,2.93141917153694,5.01105907140817,4.50430194622827,-0.409860541293417,-1.8170991633044,3.17416847919946,4.20503448630908,-1.14895330566313,7.3893998057855,-1.62513035031473,-1.62513035031473,3.66567890205991,5.39284455978958,0.494291401279386,5.18672183659505,11.4435000131459,-1.14895330566313,-0.812366447275576,8.56271208549277,11.4435000131459,4.58865512322698,1.32324149668938,-0.147387153590557,2.79509937337348,3.5310438248483,-1.14895330566313,-0.812366447275576,-1.14895330566313,-0.812366447275576,8.62513425429385,-2.07839019939744,5.77104009514108,1.64787798641504,6.45874663345576,-2.6965136003162,-1.40728940417156,-1.71548300955305,-1.14895330566313,2.71174148240457,2.79509937337348,2.56674372885372,-1.49033756697009,-1.97885834139601,4.11285153105832,5.42932633487227,3.4259265648415,4.879320362179,2.47995339829995,-1.14895330566313,-1.14895330566313,2.79509937337348,-1.14895330566313,-0.812366447275576,5.47748269241753,6.5228987270425,-5.53868181646027,1.88694311852282,3.1197296997373,-1.62513035031473,0.444211489936025,-0.812366447275576,-1.8170991633044,4.31145204462634,-0.369001152825647,9.497589060125,1.84488263072191,-4.30813118338108,-0.812366447275576,13.4593788359315,6.31035200841494,1.89674042298002,5.933336593851,15.545344148151,5.44282744131384,4.99073480170377,6.97388868991404,-2.57081495114751,0.620505235608822,-1.40728940417156,-0.965851899436487,4.43479005163761,-2.15037154810615,5.40485921386064,2.79509937337348,6.96367022837753,-0.812366447275576,-1.14895330566313,-0.0295079824497094,3.00391645969976,2.79509937337348,-0.812366447275576,-1.8170991633044,-1.14895330566313,15.0436220962369,0.832904093688082,4.1648922331106,13.2116087449641
